epoch,dice_coefficient,iou_metric,loss,lr,precision,recall,val_dice_coefficient,val_iou_metric,val_loss,val_precision,val_recall
42,0.7773687243461609,0.6360894441604614,0.22263126075267792,0.001,0.7693307399749756,0.7961833477020264,0.5793086290359497,0.409175306558609,0.4206913411617279,0.6294102072715759,0.5478452444076538
43,0.7788939476013184,0.6381409764289856,0.22110597789287567,0.001,0.7715932726860046,0.7963755130767822,0.5692072510719299,0.3988800346851349,0.43079274892807007,0.6332095861434937,0.5239373445510864
44,0.7777239084243774,0.636618435382843,0.22227606177330017,0.001,0.7755469679832458,0.7892847657203674,0.6470919847488403,0.47939711809158325,0.3529079854488373,0.6629873514175415,0.6415859460830688
45,0.7822121381759644,0.6425672769546509,0.2177879363298416,0.001,0.7793742418289185,0.7944073677062988,0.5827709436416626,0.4129856526851654,0.4172290861606598,0.6258233785629272,0.5553592443466187
46,0.7807923555374146,0.6406286358833313,0.21920764446258545,0.001,0.774932861328125,0.7959845662117004,0.5646005272865295,0.39446017146110535,0.43539944291114807,0.6727312803268433,0.5759731531143188
47,0.7786230444908142,0.6376419067382812,0.2213769257068634,0.001,0.7748298048973083,0.7903760075569153,0.5748288035392761,0.4041563868522644,0.4251711368560791,0.6337699294090271,0.5319066643714905
48,0.7768117189407349,0.6353225708007812,0.22318831086158752,0.001,0.7725538611412048,0.7898701429367065,0.6355611085891724,0.4668195843696594,0.36443892121315,0.737974226474762,0.5661171674728394
49,0.7800697088241577,0.6397616267204285,0.21993033587932587,0.001,0.7756837606430054,0.7929913997650146,0.6861138343811035,0.5228531956672668,0.3138861656188965,0.6505416035652161,0.7353352904319763
50,0.7762562036514282,0.6348398327827454,0.22374382615089417,0.001,0.7751869559288025,0.7850501537322998,0.5944622755050659,0.4237983226776123,0.4055376946926117,0.5619056224822998,0.6398996710777283
51,0.7773476839065552,0.6359564661979675,0.2226523458957672,0.001,0.7663258910179138,0.7958498001098633,0.6663914918899536,0.5005027055740356,0.3336084485054016,0.6467587947845459,0.6986433863639832
52,0.7835656404495239,0.6446801424026489,0.21643424034118652,0.001,0.7850319147109985,0.7897729277610779,0.6553407907485962,0.48859739303588867,0.34465911984443665,0.6399197578430176,0.681541383266449
53,0.7835882306098938,0.6444103717803955,0.2164117842912674,0.001,0.7741969227790833,0.8003848195075989,0.6655257344245911,0.4994756579399109,0.3344743251800537,0.677768349647522,0.6612129211425781
54,0.7744725346565247,0.6324862241744995,0.22552752494812012,0.001,0.7698138952255249,0.785538375377655,0.7034454345703125,0.5432197451591492,0.2965545356273651,0.7298569679260254,0.6851491332054138
55,0.7744535803794861,0.6328614950180054,0.22554640471935272,0.001,0.7674947381019592,0.7899872064590454,0.6855320334434509,0.5227857828140259,0.31446799635887146,0.7102723121643066,0.6710906624794006
56,0.771661639213562,0.6286725997924805,0.22833839058876038,0.001,0.7648099064826965,0.7861170768737793,0.7070372104644775,0.5473401546478271,0.29296281933784485,0.7088971138000488,0.7143009901046753
57,0.7811261415481567,0.641074538230896,0.2188739776611328,0.001,0.7725915908813477,0.7962761521339417,0.7223132848739624,0.5667872428894043,0.27768674492836,0.7872673869132996,0.6782909631729126
58,0.7863487601280212,0.6481610536575317,0.21365125477313995,0.001,0.7798051834106445,0.7996094822883606,0.7460566759109497,0.5953820943832397,0.2539433240890503,0.740711510181427,0.7600776553153992
59,0.7895183563232422,0.6523795127868652,0.21048159897327423,0.001,0.7836810946464539,0.8014407157897949,0.7226558327674866,0.5660899877548218,0.27734413743019104,0.6906434893608093,0.7681471705436707
60,0.7885662317276001,0.6511322855949402,0.2114337980747223,0.001,0.7841286659240723,0.7989953756332397,0.7428558468818665,0.5916649103164673,0.25714415311813354,0.7717199325561523,0.7257843613624573
61,0.788485586643219,0.6510527729988098,0.21151447296142578,0.001,0.784083366394043,0.7986772656440735,0.7074992060661316,0.5477427244186401,0.2925007939338684,0.6948196887969971,0.732947587966919
62,0.7860281467437744,0.647639811038971,0.213971808552742,0.001,0.7762170433998108,0.8021166324615479,0.76133793592453,0.6149351596832275,0.23866203427314758,0.8035805225372314,0.7347841262817383
63,0.7894642949104309,0.6524993777275085,0.21053573489189148,0.001,0.7876525521278381,0.7973055243492126,0.7451657056808472,0.5942984819412231,0.25483429431915283,0.8144101500511169,0.6928068995475769
64,0.7884203791618347,0.650891125202179,0.2115795612335205,0.001,0.780426561832428,0.8019774556159973,0.7381090521812439,0.5853059887886047,0.2618909180164337,0.8004494309425354,0.6937568187713623
65,0.7818037271499634,0.6421305537223816,0.2181963473558426,0.001,0.7717314958572388,0.7968438267707825,0.7618688344955444,0.6155216693878174,0.23813113570213318,0.7518993020057678,0.7844038605690002
66,0.7787535786628723,0.6380298733711243,0.22124645113945007,0.001,0.7696779370307922,0.7937424778938293,0.7470523118972778,0.5967329740524292,0.25294768810272217,0.7854626774787903,0.7199217677116394
67,0.7837785482406616,0.6448990702629089,0.2162213772535324,0.001,0.7771120071411133,0.796130359172821,0.7094715237617493,0.5503522157669067,0.29052844643592834,0.7452265024185181,0.7108479142189026
68,0.7895206212997437,0.6524442434310913,0.21047940850257874,0.001,0.7853254675865173,0.7982597947120667,0.7733830213546753,0.63091641664505,0.22661705315113068,0.8159636855125427,0.7413199543952942
69,0.7885321378707886,0.6510220170021057,0.211467906832695,0.001,0.7810741662979126,0.8004621267318726,0.7619714140892029,0.6156583428382874,0.23802857100963593,0.7549837231636047,0.7754977345466614
70,0.7845643162727356,0.6457933187484741,0.21543574333190918,0.001,0.7802817225456238,0.7935966849327087,0.7337708473205566,0.5795949697494507,0.26622921228408813,0.7019029259681702,0.7780292630195618
71,0.7827755212783813,0.6435165405273438,0.21722447872161865,0.001,0.765435516834259,0.8058630228042603,0.7460989356040955,0.5951794981956482,0.25390100479125977,0.7319956421852112,0.765526294708252
72,0.7853336930274963,0.6467653512954712,0.21466629207134247,0.001,0.7863840460777283,0.7886596322059631,0.7687861323356628,0.6245303750038147,0.23121388256549835,0.7486845254898071,0.7966431975364685
73,0.7942502498626709,0.6589518785476685,0.2057497501373291,0.001,0.7864833474159241,0.8072546720504761,0.7766745686531067,0.6351106762886047,0.2233254611492157,0.7968847155570984,0.7642583847045898
74,0.7935816049575806,0.6580077409744263,0.20641832053661346,0.001,0.7880753874778748,0.803711473941803,0.7539544701576233,0.6051986217498779,0.24604550004005432,0.7377414107322693,0.7784432172775269
75,0.7906615734100342,0.6540631651878357,0.20933842658996582,0.001,0.7838879823684692,0.8024038076400757,0.7707469463348389,0.6273691654205322,0.22925302386283875,0.8014739751815796,0.7481955885887146
76,0.7939227223396301,0.6585093140602112,0.20607729256153107,0.001,0.7898344397544861,0.8020613789558411,0.7693809270858765,0.62540602684021,0.23061902821063995,0.7800682783126831,0.7689249515533447
77,0.7929791212081909,0.6571735143661499,0.20702092349529266,0.001,0.78554368019104,0.8048689961433411,0.7648710012435913,0.6195157170295715,0.2351289689540863,0.7956946492195129,0.7410998940467834
78,0.7923420071601868,0.6564384698867798,0.207658052444458,0.001,0.7827181816101074,0.8066405653953552,0.7644054293632507,0.6189008951187134,0.2355945110321045,0.799415647983551,0.7367579340934753
79,0.7925812005996704,0.6566817164421082,0.20741882920265198,0.001,0.7878740429878235,0.8015621900558472,0.738735556602478,0.587739109992981,0.26126447319984436,0.8620851635932922,0.6554113030433655
80,0.7914172410964966,0.6551094651222229,0.2085827887058258,0.001,0.7847981452941895,0.8020768761634827,0.773001492023468,0.6304113268852234,0.22699856758117676,0.8229427933692932,0.7410628795623779
81,0.794637143611908,0.6594195365905762,0.20536284148693085,0.001,0.787918746471405,0.805666446685791,0.7543670535087585,0.6062747836112976,0.24563300609588623,0.8336459994316101,0.6940944790840149
82,0.7901251912117004,0.6534583568572998,0.20987482368946075,0.001,0.7785840630531311,0.806273877620697,0.7501708269119263,0.600558876991272,0.24982920289039612,0.817581057548523,0.6978002786636353
83,0.7954636216163635,0.6606090664863586,0.20453639328479767,0.001,0.7910000085830688,0.8040627241134644,0.736157238483429,0.5832709074020386,0.26384276151657104,0.794282853603363,0.6922709941864014
84,0.7927731275558472,0.6569610238075256,0.20722679793834686,0.0005,0.7824237942695618,0.8068349957466125,0.7761403322219849,0.6344698667526245,0.22385971248149872,0.8138428926467896,0.7465420365333557
85,0.8009754419326782,0.6681405305862427,0.19902458786964417,0.0005,0.7966732382774353,0.8089268803596497,0.7688519954681396,0.6249657869338989,0.23114800453186035,0.8309503793716431,0.7205687761306763
86,0.7969576120376587,0.6626063585281372,0.2030424177646637,0.0005,0.7869277596473694,0.8107006549835205,0.7704278230667114,0.6268561482429504,0.22957222163677216,0.809163510799408,0.7392262816429138
87,0.801878809928894,0.6694459915161133,0.19812119007110596,0.0005,0.7988300919532776,0.8087523579597473,0.7821938395500183,0.6425196528434753,0.21780617535114288,0.8064450621604919,0.7633847594261169
88,0.797451376914978,0.663317859172821,0.202548548579216,0.0005,0.7890190482139587,0.8097353577613831,0.766765296459198,0.6220467686653137,0.2332347184419632,0.8056200742721558,0.7353309392929077
89,0.8029620051383972,0.670950710773468,0.19703799486160278,0.0005,0.7987305521965027,0.8108552694320679,0.7724043130874634,0.6294646859169006,0.22759565711021423,0.8067497611045837,0.7446139454841614
90,0.8066097497940063,0.6760376691818237,0.19339026510715485,0.0005,0.8002152442932129,0.8163909316062927,0.7830439209938049,0.6437323689460754,0.21695610880851746,0.8174574971199036,0.7557204365730286
91,0.806534469127655,0.6759015321731567,0.19346559047698975,0.0005,0.799894392490387,0.8166626691818237,0.7767197489738464,0.6351591348648071,0.2232801914215088,0.7991239428520203,0.759114682674408
92,0.8021933436393738,0.6699775457382202,0.1978067308664322,0.0005,0.7995457053184509,0.8086308836936951,0.7799822092056274,0.6394950151443481,0.22001788020133972,0.7987233996391296,0.7654979825019836
93,0.8000771403312683,0.6670222282409668,0.1999228447675705,0.0005,0.7939586043357849,0.8108111023902893,0.7807713747024536,0.6405171155929565,0.21922865509986877,0.7944141030311584,0.7712451219558716
94,0.809319019317627,0.6798808574676514,0.19068095088005066,0.0005,0.8033426403999329,0.8190439343452454,0.784237802028656,0.6452518701553345,0.21576213836669922,0.8025802373886108,0.7710338234901428
95,0.8072481155395508,0.6769843697547913,0.192751944065094,0.0005,0.8011452555656433,0.816810667514801,0.7782660722732544,0.6372210383415222,0.22173389792442322,0.8100810647010803,0.7526726126670837
96,0.8105013966560364,0.6815313696861267,0.1894986480474472,0.0005,0.8047037720680237,0.819823682308197,0.7808809280395508,0.6407305598258972,0.2191191464662552,0.8048160672187805,0.7619163990020752
97,0.8069831132888794,0.6766478419303894,0.19301685690879822,0.0005,0.8007408380508423,0.8170315623283386,0.7690889239311218,0.6250044107437134,0.2309110164642334,0.791210949420929,0.751620352268219
98,0.8085641860961914,0.6787651777267456,0.19143585860729218,0.0005,0.8030793070793152,0.8174733519554138,0.7877408266067505,0.6500083804130554,0.21225914359092712,0.8130373358726501,0.7678378224372864
99,0.8070933222770691,0.6769238710403442,0.19290664792060852,0.0005,0.8039649128913879,0.8142990469932556,0.7651274800300598,0.6200836300849915,0.23487254977226257,0.827387273311615,0.7157846093177795
100,0.8128958940505981,0.6850842237472534,0.18710418045520782,0.0005,0.8051118850708008,0.8249595165252686,0.7828148603439331,0.6432805061340332,0.21718516945838928,0.7917903661727905,0.7778593301773071
101,0.8079872131347656,0.6781017184257507,0.1920126974582672,0.0005,0.8047951459884644,0.8149639368057251,0.7691311836242676,0.6250124573707581,0.23086881637573242,0.7710710763931274,0.7711231112480164
102,0.8072765469551086,0.6771091222763062,0.1927233785390854,0.0005,0.7993248105049133,0.8185513019561768,0.7768613696098328,0.6352910995483398,0.223138689994812,0.7946643829345703,0.7634152770042419
103,0.8077888488769531,0.6778551340103149,0.1922110617160797,0.0005,0.8052119016647339,0.8142085075378418,0.7773548364639282,0.6360541582107544,0.22264520823955536,0.8188146352767944,0.7437120079994202
104,0.8081640005111694,0.6784232258796692,0.19183595478534698,0.0005,0.8005497455596924,0.8196271061897278,0.7829834818840027,0.6434745788574219,0.21701642870903015,0.7897974848747253,0.7797351479530334
105,0.8059822916984558,0.6751896739006042,0.1940176784992218,0.0005,0.8006255626678467,0.8142063021659851,0.7797963619232178,0.6391885876655579,0.22020363807678223,0.785606861114502,0.7774258255958557
106,0.80994713306427,0.6807764768600464,0.19005292654037476,0.0005,0.8006958365440369,0.8230222463607788,0.7784534692764282,0.6375187039375305,0.22154657542705536,0.8160240650177002,0.7474352717399597
107,0.8049160242080688,0.6736814975738525,0.19508405029773712,0.0005,0.8016079068183899,0.8111999034881592,0.7796165943145752,0.6391049027442932,0.2203834503889084,0.8187611699104309,0.7473611831665039
108,0.8072773814201355,0.6770169138908386,0.19272257387638092,0.0005,0.8027125000953674,0.8155626058578491,0.7633498907089233,0.6175001263618469,0.23665013909339905,0.799077570438385,0.7337863445281982
109,0.8115735054016113,0.6830389499664307,0.18842647969722748,0.00025,0.8052796125411987,0.8211556673049927,0.7869660258293152,0.6489259600639343,0.21303391456604004,0.8139303922653198,0.7651276588439941
110,0.8155016899108887,0.6886444091796875,0.18449833989143372,0.00025,0.8127760291099548,0.821248471736908,0.7817748785018921,0.641900360584259,0.2182251513004303,0.8006802201271057,0.7667332887649536
111,0.8137778043746948,0.6863137483596802,0.1862221360206604,0.00025,0.8086339235305786,0.8227041959762573,0.7741810083389282,0.6317445039749146,0.22581890225410461,0.8013210296630859,0.7519406080245972
112,0.8164550065994263,0.6899543404579163,0.18354494869709015,0.00025,0.8105607032775879,0.8257459402084351,0.7807410955429077,0.640568733215332,0.2192588597536087,0.8115759491920471,0.7555679678916931
113,0.8081523180007935,0.67818284034729,0.19184768199920654,0.00025,0.8025204539299011,0.8169984221458435,0.772577166557312,0.6296454668045044,0.2274228036403656,0.8027180433273315,0.7475136518478394
114,0.8128222227096558,0.6848335266113281,0.18717774748802185,0.00025,0.8065730333328247,0.8223463296890259,0.7871888279914856,0.6492443680763245,0.21281123161315918,0.8114858269691467,0.7677550315856934
115,0.814681887626648,0.6875508427619934,0.18531814217567444,0.00025,0.810448169708252,0.8224965333938599,0.7843944430351257,0.6454343795776367,0.2156054973602295,0.8054822683334351,0.7674500346183777
116,0.8117785453796387,0.683407187461853,0.18822148442268372,0.00025,0.8048648238182068,0.8216394782066345,0.780283510684967,0.6399348974227905,0.21971651911735535,0.8139055371284485,0.7523676156997681
117,0.8170925378799438,0.6909185647964478,0.18290753662586212,0.00025,0.8092724084854126,0.8271220922470093,0.7841824889183044,0.6452223658561707,0.21581748127937317,0.8176112771034241,0.7563631534576416
118,0.8169716596603394,0.6908775568008423,0.18302834033966064,0.00025,0.8115730881690979,0.8257392644882202,0.7777605652809143,0.6365554928779602,0.2222394198179245,0.8096424341201782,0.7512543201446533
119,0.8212726712226868,0.6970140933990479,0.178727388381958,0.000125,0.8186590075492859,0.8271927833557129,0.7864630818367004,0.6483007073402405,0.21353693306446075,0.8155491352081299,0.7622519135475159
120,0.817007839679718,0.6908829808235168,0.1829921305179596,0.000125,0.8113019466400146,0.8256354928016663,0.7760030031204224,0.6341985464096069,0.22399702668190002,0.8032264709472656,0.7532281279563904
121,0.8149929046630859,0.6878368258476257,0.18500712513923645,0.000125,0.8125776648521423,0.8202654719352722,0.7857962846755981,0.6473825573921204,0.21420368552207947,0.8191430568695068,0.7579622268676758
122,0.8160246014595032,0.6894286274909973,0.183975487947464,0.000125,0.8075165748596191,0.8276500105857849,0.775956928730011,0.6341186761856079,0.2240431308746338,0.8047658801078796,0.7516508102416992
123,0.8182787895202637,0.6926178932189941,0.1817212700843811,0.000125,0.8185787200927734,0.8212440609931946,0.7887236475944519,0.6513200998306274,0.2112763226032257,0.8112099766731262,0.7704259753227234
124,0.8233692049980164,0.7000805735588074,0.17663070559501648,0.000125,0.8162577748298645,0.8339676856994629,0.7848539352416992,0.6460780501365662,0.21514606475830078,0.812620997428894,0.7617617249488831
125,0.8181091547012329,0.6924461722373962,0.18189087510108948,0.000125,0.8157020211219788,0.8239058256149292,0.7832933664321899,0.643959105014801,0.21670667827129364,0.8070651888847351,0.7638117671012878
126,0.8226124048233032,0.698894202709198,0.17738759517669678,0.000125,0.818095862865448,0.8311578631401062,0.7833854556083679,0.644095778465271,0.21661455929279327,0.8098394274711609,0.7616048455238342
127,0.8191439509391785,0.6940182447433472,0.18085606396198273,0.000125,0.8137851357460022,0.8275351524353027,0.7842941284179688,0.6453168988227844,0.21570587158203125,0.8064727187156677,0.7663977742195129
128,0.8241443634033203,0.701025664806366,0.17585575580596924,0.000125,0.8214337229728699,0.8302323222160339,0.7872029542922974,0.6492477655410767,0.21279700100421906,0.8048993945121765,0.7730163335800171
